   12.448    13.919
   22.242     4.606
   24.509     0.176
   33.290     2.030
   38.678    11.345
   42.211     7.342
   46.837     1.511
   87.985     6.253
   90.686     0.916
   97.010     6.101
  104.456     7.734
  151.104     8.134
  151.607    27.840
  157.458    12.945
  165.072     6.408
  173.244    17.631
  177.352     6.158
  206.365     4.192
  209.785     6.428
  213.149     1.772
  215.979     0.709
  233.703     1.751
  234.519     2.398
  235.677     6.099
  251.145     4.672
  251.395     5.195
  265.614     2.609
  269.990    11.686
  276.498     7.095
  278.624     2.475
  284.074    14.376
  310.198     0.895
  315.127     4.377
  316.804     0.976
  347.424     5.575
  350.186     2.728
  350.735     5.352
  351.922     5.935
  360.410    21.899
  365.277     1.110
  367.552     2.765
  373.862     2.979
  376.115    25.656
  387.280     1.679
  391.381     4.632
  396.692     0.851
  398.096     0.097
  398.764     1.490
  399.800     3.328
  412.119     7.342
  412.585     0.800
  431.663     8.265
  435.680    15.346
  435.913     2.818
  440.464     0.143
  462.300    13.918
  466.235     1.342
  477.573     1.717
  484.331     0.661
  484.760    12.785
  502.714     0.950
  505.411     4.522
  516.540    28.451
  524.722     2.316
  530.542     2.444
  542.416     4.694
  556.450     3.849
  559.181     1.486
  559.396    18.544
  606.599     1.809
  608.235     5.077
  615.216     0.118
  616.894     0.017
  617.809     1.360
  623.105    17.794
  642.793     2.556
  646.003     2.243
  674.011    10.109
  681.120    37.535
  684.499    10.836
  686.016    12.107
  718.951     0.319
  749.140    19.495
  768.518     5.840
  769.478     6.404
  770.780     8.099
  784.759     9.437
  785.771    11.019
  801.207    15.613
  801.690     0.610
  802.281     0.782
  809.689    17.916
  810.809     0.364
  835.876     6.426
  843.742     6.455
  859.724     9.008
  866.575    31.793
  876.441     3.665
  878.542     7.752
  889.997     1.099
  891.455     8.030
  907.078     2.140
  923.412     2.323
  932.563     0.161
  933.579     1.646
  952.831    12.502
  956.873     6.697
  957.529    20.810
  972.203     8.197
  988.393     4.804
  994.804     4.404
 1008.648     1.495
 1017.846    30.509
 1022.584     4.296
 1031.972    25.361
 1041.543     2.422
 1071.267    11.076
 1071.324    11.666
 1073.053    36.263
 1078.872     1.747
 1087.717    15.987
 1102.080     1.255
 1106.871     3.323
 1113.460     3.107
 1118.413     4.764
 1133.018     8.340
 1138.476     6.917
 1142.877     7.109
 1146.211     2.073
 1146.902     5.582
 1164.288    13.893
 1179.410     4.826
 1181.149     7.291
 1189.167    19.061
 1195.348     2.542
 1222.971     9.808
 1235.558     4.949
 1245.730     2.413
 1247.449     2.341
 1252.148     5.763
 1260.021     7.335
 1276.570     0.272
 1285.124     3.905
 1287.862     0.466
 1293.366     2.181
 1299.550     0.524
 1302.613    13.276
 1311.318    19.957
 1317.201     2.417
 1331.776     1.866
 1334.608     7.066
 1342.614    12.469
 1347.325     4.673
 1355.507     3.900
 1369.712     4.269
 1389.059    22.499
 1390.303    39.239
 1392.456    14.123
 1393.665     3.012
 1419.282    17.503
 1440.944    10.229
 1442.996     0.898
 1455.226    15.480
 1460.752    12.270
 1471.717    10.144
 1494.709     6.850
 1500.472     5.008
 1502.254    12.725
 1507.072     6.983
 1509.833     2.405
 1512.534     0.892
 1531.641     0.210
 1538.447    11.414
 1551.443     7.493
 1555.011     0.546
 1555.890    38.700
 1562.907    10.861
 1563.349     6.015
 1572.153     6.947
 1573.876     7.492
 1574.850     4.425
 1586.057     0.006
 1591.652    11.281
 1592.506    18.663
 1596.964     8.591
 1600.226     0.155
 1620.736     4.561
 1639.220     0.292
 1667.020     2.450
 1674.652     0.259
 1677.211     1.522
 1684.311     8.500
 1696.531     0.024
 1706.059     4.632
 1707.396     9.578
 1709.301     7.893
 1709.445     4.486
 1722.357     2.168
 1737.399     3.718
 1739.147     4.001
 1749.582     4.644
 1763.367     2.057
 1775.868     1.165
 1786.319    30.774
 1790.727    15.696
 1827.787    21.694
 1831.030     1.282
 1840.449     3.101
 1840.465     3.562
 1867.680     5.381
 1871.026     8.747
 1874.971    15.912
 1892.384    11.910
 1923.820     1.259
 1936.975     0.520
 1941.436    17.024
 1947.920    22.671
 1948.779    14.775
 1949.612    35.005
 1950.139     9.329
 1951.399     6.511
 1962.067    14.094
 1965.343     4.795
 1968.872    30.087
 1981.111     5.299
 1982.265     4.151
 1990.458     5.486
 1993.308     2.358
 2020.780     6.254
 2023.302     4.548
 2039.730    28.334
 2048.650     1.031
 2050.595    10.786
 2058.531     5.150
 2062.195     5.472
 2063.682     0.587
 2068.237     4.984
 2070.633     7.334
 2095.647     3.256
 2103.246     1.476
 2108.529     3.513
 2114.128     4.339
 2121.259    13.960
 2166.664     9.102
 2172.786     8.002
 2172.924     6.190
 2174.849    22.632
 2191.455     0.724
 2223.026    14.033
 2227.218    10.057
 2227.986     1.277
 2236.633     1.187
 2243.187    13.168
 2244.437     5.446
 2256.290     0.442
 2261.154     0.668
 2289.275     1.771
 2290.129    27.411
 2292.916     3.571
 2305.559    16.226
 2310.152     0.929
 2339.963     2.658
 2360.332    10.745
 2380.767     2.017
 2395.684     9.571
 2430.183     4.141
 2458.420    14.458
 2481.141     1.634
 2568.124     1.632
 2568.245    17.274
 2570.846     2.195
 2580.086     1.013
 2617.010     2.511
 2617.182     7.509
 2621.899     5.821
 2628.812     8.194
 2632.267     8.361
 2638.197     6.920
 2659.938    18.134
 2662.680     2.545
 2665.522     2.146
 2670.559     4.977
 2713.901     7.306
 2728.373     4.542
 2734.890     0.952
 2745.710    16.530
 2747.990     6.172
 2752.759     7.775
 2755.925     6.503
 2778.514     2.863
 2816.152     1.105
 2837.874     2.447
 2854.855     8.002
 2857.209    11.859
 2865.301     3.646
 2870.969     9.177
 2872.510     3.049
 2882.771     1.555
 2889.702     4.088
 2892.917    26.383
 2897.600     7.639
 2902.423     2.778
 2933.639     0.418
 2957.061     7.278
 2960.221     0.479
 2966.866     3.566
 2972.176     1.004
 2972.231     5.233
 2978.085     6.953
 2995.347    59.924
 2998.975     0.458
 3010.083    11.356
 3013.871     2.284
 3030.484     4.004
 3033.330    17.125
 3040.840     5.841
 3051.620    12.102
 3065.911     3.674
 3069.830     6.295
 3075.381    16.778
 3080.610     2.578
 3085.048     5.769
 3093.813     2.814
 3103.785    20.616
 3107.468     5.710
 3131.818    10.538
 3134.167     1.917
 3134.655     2.254
 3165.853     9.149
 3175.858     1.036
 3215.291     1.708
 3226.279    10.627
 3244.733     0.974
 3252.022     5.826
 3261.051     2.013
 3275.341    20.020
 3278.600    11.992
 3282.437     9.543
 3283.595     8.111
 3296.041     9.155
 3306.993     4.061
 3311.464     6.628
 3315.567     5.627
 3326.758     1.945
 3327.695     3.501
 3332.882     9.293
 3362.646     1.848
 3363.021    17.768
 3368.621    15.903
 3373.410    20.983
 3384.853     0.742
 3386.151    11.023
 3392.451     4.936
 3395.294     1.344
 3402.929     8.683
 3403.930     1.904
 3405.474    19.994
 3407.449     4.619
 3408.485     1.835
 3419.331     4.016
 3430.082     4.565
 3434.005     1.962
 3447.847     5.122
 3450.180    12.060
 3465.487     0.862
 3476.081     5.830
 3476.685    16.593
 3488.071     2.174
 3496.933    23.697
 3508.139     2.217
 3528.743     9.808
 3528.848    20.466
 3535.994     8.859
 3555.755     5.392
 3557.904     4.175
 3569.165    11.045
 3570.873     4.897
 3577.630     0.065
 3583.907     3.604
 3584.559    14.643
 3592.723     8.371
 3593.624     1.855
 3615.041    22.627
 3617.827     3.073
 3624.490     7.908
