    0.0035    5.3885
    0.5936    6.4395
    2.6496    9.7353
    3.7324   15.8673
    6.4857   19.1578
    8.1535   20.2201
   18.4893   22.0044
   19.2633   24.7621
   19.8308   26.8651
   20.8395   30.9333
   23.0275   32.2151
   24.5617   32.6301
   25.8249   33.3259
   27.8216   36.8143
   27.8353   41.6703
   29.9901   42.5733
   32.9033   45.2086
   33.8051   47.2995
   39.4487   50.2937
   41.8312   52.5428
   50.5782   56.9893
   52.4610   61.1157
   63.7030   66.8627
   76.8572   83.7772
   82.2604   86.6624
   86.3553   93.1633
   86.6152   94.9427
   88.1810   95.4536
   91.4541   98.5800
   96.7541  100.5892
   97.1752  105.9556
  113.5370  116.2048
  113.8681  117.5727
  118.5168  121.2932
  121.0658  123.9190
  123.8549  125.8767
  124.4902  128.9151
  141.5739  143.6813
  159.7689  162.4225
  160.0379  162.9173
  162.8949  166.1343
  163.5433  168.0866
  164.2936  170.0656
  165.3456  173.0638
  165.7201  182.3545
  172.1019  184.6963
  173.7200  189.7079
  179.4947  191.0655
  183.6227  195.1080
  187.3057  197.6052
  189.8975  204.1701
  192.5982  205.4612
  195.2229  208.9821
  202.6620  210.2273
  211.1416  212.2239
  212.8614  214.0109
  213.7036  215.6777
  214.3564  218.7400
  216.2574  225.5207
  226.5681  227.4620
  234.0762  238.7707
  237.1181  241.7956
  253.7085  254.4155
  261.0910  263.4336
  266.7475  270.9110
  271.4346  276.5046
  277.9642  282.6595
  302.3489  303.8882
  303.6283  308.5593
  304.6847  311.1884
  307.7081  311.9800
  308.0855  316.9196
  313.0664  321.5781
  317.3935  325.3504
  319.1449  326.4994
  320.4753  328.1114
  321.7064  329.3312
  326.2845  330.9143
  328.9323  332.1558
  337.3480  343.0042
  338.6206  344.7675
  338.7090  346.8802
  341.5403  350.0331
  345.4631  352.7452
  345.4692  354.1547
  348.8269  356.3508
  348.8479  358.9636
  353.5737  360.1226
  357.2736  362.2588
  359.1917  362.6088
  359.3779  364.7242
  363.2605  368.8935
  365.2206  370.9620
  370.0132  374.0521
  373.3771  376.3069
  373.6253  377.7176
  373.6288  380.4247
  374.0591  385.2981
  376.4017  389.7396
  378.5828  393.6686
  385.4511  396.0344
  391.7205  397.3249
  392.4050  398.6603
  399.4128  400.3752
  406.7549  412.2182
  410.5927  414.8899
  413.8797  418.1631
  414.8518  420.6745
  416.7624  421.8934
  416.9148  425.0122
  429.3368  430.6280
  441.3386  444.5828
  463.8243  468.4384
  465.6579  471.7069
  466.2705  475.7225
  467.4124  477.5476
  467.9651  480.0672
  479.1780  482.5850
  483.6714  488.0300
  484.3604  491.1769
  489.5062  494.0767
  497.4037  500.5162
  507.6089  508.9395
  511.0911  512.2235
  514.6916  516.7980
  517.0378  523.1682
  519.6866  525.9356
  521.0447  529.0644
  526.4955  537.2333
  535.0973  540.7193
  535.1831  543.1607
  535.8319  547.0518
  538.5902  549.3497
  540.3115  550.1808
  546.8960  553.5731
  549.4017  557.6470
  549.6147  558.2861
  555.6558  561.5794
  556.4774  563.7130
  565.1293  567.9028
  566.1361  570.2374
  570.3534  571.1859
  571.4462  577.6156
  572.6864  583.1104
  580.2281  584.6630
  583.3275  587.7354
  594.9870  597.5200
  620.3360  621.5789
  622.8301  625.7267
  626.8636  627.8673
  626.9971  628.9517
  634.6442  636.4676
  639.5475  643.2884
  648.9224  659.7487
  650.1897  662.1039
  653.7738  664.7776
  654.3709  667.5144
  656.0384  670.6285
  662.4491  673.5205
  664.5522  675.3933
  669.8408  683.4574
  674.3459  685.1591
  678.8170  688.1931
  682.0945  689.8416
  685.6012  691.0217
  687.4928  695.5836
  690.5192  697.1060
  692.2933  699.2764
  693.1496  702.7465
  698.1712  704.8379
  700.7019  707.8809
  701.4119  709.7529
  703.1095  713.9433
  704.8255  720.2068
  707.9312  724.3426
  714.2098  728.2803
  716.0362  735.4663
  716.8368  740.4717
  720.4158  745.2038
  723.2652  747.6234
  729.9700  752.0399
  730.6874  752.8077
  731.8697  756.3549
  732.8366  758.6849
  733.4688  761.4907
  743.2482  762.8512
  746.3791  768.5232
  755.9166  771.8680
  759.2388  776.7765
  760.4271  781.7409
  762.8223  785.0707
  778.5593  789.1110
  781.9779  791.5288
  790.0400  793.5662
  804.2931  807.1367
  804.3117  809.7460
  817.1136  817.5758
  822.8141  824.5424
  824.8590  825.9819
  827.4376  832.0608
  828.1480  837.9241
  831.0329  838.4259
  832.7523  840.2526
  833.4265  842.4996
  836.0963  845.0862
  843.0139  851.7988
  851.3072  855.5374
  853.6978  856.9843
  856.5332  864.7539
  859.7347  868.0881
  862.6134  871.2256
  866.8502  872.6666
  873.1522  876.3584
  875.0172  877.6412
  876.7280  879.5306
  877.7436  880.9540
  878.6969  886.6936
  881.1880  894.1682
  883.0517  899.0638
  891.2052  901.1684
  893.5043  903.9598
  895.4935  906.5143
  896.7517  910.7892
  897.0269  915.2553
  900.5320  919.8289
  901.6011  924.4825
  903.3820  928.9847
  937.7102  940.8119
  939.7335  941.8711
  941.1658  944.8684
  943.2454  948.8323
  952.4549  955.6112
  953.6674  956.6751
  954.1766  960.4026
  958.0027  962.0167
  960.5565  966.5811
  961.3988  968.6074
  966.0352  972.9820
  970.7092  975.7470
  972.6108  978.5361
  975.7479  982.0683
  978.7059  982.2886
  980.0394  983.8316
  991.7387  997.2703
  995.9466  998.1093
 1002.3391 1006.3860
 1004.9538 1009.9809
 1009.0920 1012.0071
 1016.4583 1020.7571
 1023.0994 1030.6305
 1025.8609 1036.0133
 1028.0852 1039.1888
 1036.1539 1040.2903
 1038.6383 1043.4012
 1038.6562 1045.6202
 1044.2400 1048.9520
 1044.9514 1054.6783
 1048.9936 1055.7167
 1049.8360 1059.8208
 1054.1914 1061.3061
 1056.4075 1062.9361
 1058.9542 1063.4764
 1065.6416 1069.8664
 1066.2649 1073.4419
 1069.8671 1075.5331
 1070.8475 1077.9103
 1077.3566 1078.7006
 1078.4505 1083.2416
 1080.8840 1088.3607
 1088.2654 1091.7529
 1091.0681 1095.0938
 1094.1924 1100.9379
 1109.8714 1112.4816
 1116.9672 1120.8605
 1118.4469 1125.6045
 1122.1664 1128.6912
 1124.0622 1131.0814
 1131.9169 1133.3815
 1132.7443 1136.5330
 1137.1981 1139.6553
 1140.0304 1148.8517
 1141.7755 1149.3151
 1148.4408 1153.2190
 1154.3387 1160.5409
 1157.0798 1161.8394
 1158.7477 1164.0240
